n,Iterative,Recursive
1575,12402,159087
1576,11975,151817
1577,11975,161226
1578,11974,392587
1579,11546,154384
1580,12402,141126
1581,11974,418247
1582,11974,132573
1583,11975,131718
1584,11974,128724
1585,11975,130862
1586,11974,130862
1587,11974,134711
1588,12402,131290
1589,11975,130435
1590,11974,131718
1591,11974,153100
1592,12402,215965
1593,12402,287384
1594,12402,238203
1595,12402,220242
1596,12402,285245
1597,12402,217248
1598,13258,223663
1599,11975,218959
1600,12402,223236
1601,13257,228367
1602,12402,221952
1603,13258,221525
1604,12830,225374
1605,12402,222808
1606,12830,226657
1607,12402,212544
1608,12402,441767
1609,11974,257448
1610,12402,234782
1611,12830,218532
1612,15823,280541
1613,12402,330577
1614,12402,251033
1615,11547,230078
1616,11546,265574
1617,11974,200998
1618,15396,148823
1619,13258,250606
1620,11974,244191
1621,12402,255737
1622,12830,251460
1623,12402,260014
1624,13258,248895
1625,12402,230506
1626,12402,230934
1627,12830,250606
1628,12402,232644
1629,11974,238203
1630,13257,286956
1631,12830,225801
1632,12402,234783
1633,11975,228368
1634,11975,226229
1635,12402,5438483
1636,12829,463578
1637,12830,374197
1638,12402,241625
1639,13685,229650
1640,12402,160798
1641,12402,150534
1642,12402,371632
1643,12402,217677
1644,11975,334426
1645,11546,216821
1646,11547,246756
1647,11974,1208552
1648,12402,302352
1649,12830,276265
1650,12402,274982
1651,12402,263862
1652,12402,241197
1653,12829,236493
1654,12402,437063
1655,12402,322879
1656,12830,295509
1657,12402,268139
1658,13257,162509
1659,11975,172344
1660,11974,147541
1661,12402,146258
1662,12402,156950
1663,12402,147969
1664,11974,181326
1665,12829,142837
1666,12830,141981
1667,12830,144119
1668,12402,137705
1669,12830,147541
1670,12402,497790
1671,12402,148824
1672,64576,150107
1673,12402,148824
1674,11975,171489
1675,12402,152245
1676,11975,444333
1677,12830,157377
1678,12402,153528
1679,12402,154384
1680,12402,154383
1681,12402,176621
1682,12829,141126
1683,12402,151390
1684,12402,154383
1685,12402,154384
1686,12830,157805
1687,12402,150962
1688,12829,148396
1689,11974,147969
1690,11975,147540
1691,12402,150962
1692,12402,145831
1693,12402,145830
1694,12401,152245
1695,12402,149251
1696,12829,140698
1697,12402,145831
1698,12402,144119
1699,12402,169779
1700,12402,154811
1701,12402,150962
1702,12402,157804
1703,12402,151390
1704,12402,151390
1705,12402,150107
1706,12402,156094
1707,12402,153956
1708,12830,154811
1709,12402,155666
1710,12402,152673
1711,12402,156094
1712,12402,153528
1713,12830,156521
1714,12830,159515
1715,12830,161653
1716,12830,174911
1717,12830,153956
1718,12829,158232
1719,12402,155667
1720,12829,154811
1721,12402,151390
1722,12402,146685
1723,12829,146685
1724,13258,140698
1725,12402,142409
1726,12830,133856
1727,12830,133428
1728,12830,140270
1729,12829,155667
1730,12829,145830
1731,13257,143692
1732,13257,157377
1733,12830,166785
1734,12830,174055
1735,13685,180898
1736,12830,203564
1737,13258,192872
1738,12829,169779
1739,13257,147113
1740,13685,158659
1741,13685,157804
1742,12830,160798
1743,13258,163364
1744,12830,160798
1745,14968,147968
1746,13257,156521
1747,13258,146257
1748,12829,154383
1749,12830,156521
1750,13257,189879
1751,12830,162509
1752,13685,145830
1753,13257,159515
1754,13257,154811
1755,13258,162508
1756,12830,162936
1757,12829,147541
1758,13685,157804
1759,13257,208695
1760,13257,162509
1761,13257,159088
1762,13257,147113
1763,14968,404562
1764,13257,159515
1765,13258,162509
1766,13685,148824
1767,13257,180042
1768,13257,148396
1769,13257,165074
1770,13257,162937
1771,13257,149251
1772,13685,150107
1773,13257,156094
1774,12830,191162
1775,13685,163791
1776,13257,163792
1777,13257,149251
1778,13257,156950
1779,13258,150107
1780,12830,162081
1781,13257,144547
1782,13257,164647
1783,13257,165075
1784,13258,183464
1785,13258,146258
1786,12829,150962
1787,13685,156949
1788,13685,162081
1789,13257,164647
1790,13258,165502
1791,13257,165930
1792,13685,179187
1793,13685,157376
1794,13685,150962
1795,13685,163364
1796,13257,147969
1797,13257,148396
1798,13685,149252
1799,13257,152672
1800,13257,160799
1801,13257,159942
1802,13685,262153
1803,13257,138560
1804,13685,142837
1805,14968,192444
1806,13257,153100
1807,13257,153528
1808,13685,168924
1809,13684,195866
1810,13257,150962
1811,13685,163791
1812,14113,209978
1813,14112,160798
1814,13257,264291
1815,13257,143264
1816,13257,141554
1817,13685,143692
1818,13257,175339
1819,13685,343834
1820,14112,150962
1821,22666,195010
1822,13257,140698
1823,13257,242480
1824,111618,142837
1825,13685,220243
1826,13685,186458
1827,14113,186030
1828,13685,147968
1829,13685,164219
1830,13257,154811
1831,13685,153101
1832,14113,181325
1833,13685,159515
1834,13685,163364
1835,13685,206557
1836,13258,308339
1837,35068,143692
1838,13257,164647
1839,13685,170634
1840,13685,164647
1841,14112,149680
1842,13685,158232
1843,13257,157804
1844,13685,169351
1845,13685,161226
1846,13685,156521
1847,14113,152245
1848,14113,165502
1849,14113,174055
1850,14113,173200
1851,13685,159515
1852,13685,188595
1853,13685,159515
1854,14540,161226
1855,14112,164220
1856,13685,171917
1857,14113,174911
1858,13685,170634
1859,13685,155238
1860,14112,164647
1861,14113,162936
1862,13685,167640
1863,14113,173200
1864,13684,170635
1865,14113,159943
1866,14112,165930
1867,14112,159943
1868,13685,156949
1869,14540,199714
1870,14113,173200
1871,13685,168923
1872,14113,153100
1873,13685,159088
1874,14112,162081
1875,14113,174056
1876,14112,175766
1877,14113,174484
1878,14113,162509
1879,14113,165502
1880,13257,165075
1881,13685,158660
1882,14112,166785
1883,14112,156094
1884,14112,155239
1885,14112,156522
1886,13685,180470
1887,14112,161226
1888,14113,156094
1889,14113,155666
1890,13258,1391587
1891,14112,242053
1892,14113,165074
1893,14113,220669
1894,14112,163364
1895,14113,210834
1896,14540,165502
1897,14113,196294
1898,14112,170634
1899,14540,165502
1900,14113,164647
1901,14112,168069
1902,13257,171489
1903,14113,482394
1904,14968,159087
1905,14968,161654
1906,14112,159943
1907,14540,173200
1908,14113,169778
1909,14112,166785
1910,14540,156949
1911,14968,169779
1912,14968,168068
1913,14113,169779
1914,14968,157805
1915,14540,161653
1916,14112,168496
1917,14112,168924
1918,14540,171062
1919,14540,167640
1920,14968,174911
1921,14968,160798
1922,14968,165503
1923,14541,168496
1924,14540,171489
1925,14540,171917
1926,14113,170634
1927,14540,163364
1928,14112,165075
1929,14540,165075
1930,17961,161226
1931,14541,167213
1932,14968,164219
1933,14540,175766
1934,14113,172773
1935,14540,165502
1936,14968,170634
1937,14540,179615
1938,14968,160798
1939,14540,165075
1940,14541,159942
1941,14968,158232
1942,14540,165075
1943,14112,165503
1944,14540,164647
1945,14113,171489
1946,14540,173200
1947,14540,180470
1948,14541,167640
1949,16678,171062
1950,14540,182608
1951,14541,179188
1952,14540,168069
1953,17107,160370
1954,14968,168496
1955,14540,184747
1956,17534,173628
1957,14541,174483
1958,14112,168069
1959,14541,163791
1960,14540,176621
1961,15396,171918
1962,14540,174055
1963,14968,168496
1964,14967,166786
1965,14968,167640
1966,14968,176193
1967,14540,179188
1968,14541,174910
1969,14540,166786
1970,14968,166358
1971,14968,172772
1972,17534,184319
1973,14968,177049
1974,14540,176194
1975,14540,168068
1976,14968,166357
1977,14968,170634
1978,14968,166785
1979,15823,164647
1980,15395,174483
1981,14968,167641
1982,14968,176622
1983,14968,165075
1984,14541,172344
1985,14968,184747
1986,14540,183036
1987,15395,172772
1988,14968,173628
1989,14968,197576
1990,14968,172772
1991,14968,174055
1992,14541,172773
1993,14540,186030
1994,14968,171062
1995,15396,179615
1996,14968,168496
1997,16251,174910
1998,14968,167213
1999,15396,181753
2000,15395,186885
2001,14968,187740
2002,14968,186029
2003,14968,172344
2004,15396,183891
2005,14968,168496
2006,16678,195438
2007,14540,183463
2008,14968,166357
2009,14968,166786
2010,14541,171489
2011,14968,168068
2012,15396,170206
2013,15396,166786
2014,14968,170634
2015,14968,165930
2016,16679,167640
2017,14968,170207
2018,15396,166785
2019,14967,167213
2020,14968,327156
2021,14968,588453
2022,14540,179615
2023,14968,199714
2024,14968,179615
2025,14968,179615
2026,14968,178332
2027,14540,183892
2028,14540,186030
2029,14540,180470
2030,14968,182608
2031,14968,177904
2032,14968,184319
2033,14540,162509
2034,14540,185174
2035,14968,185175
2036,14968,180897
2037,14968,187741
2038,14541,182608
2039,14967,183892
2040,14968,201426
2041,14968,184747
2042,14968,187740
2043,14968,183036
2044,15396,183892
2045,14968,184320
2046,15395,187312
2047,14968,183464
2048,15396,186458
2049,14968,183892
2050,14967,182181
2051,14540,183036
2052,18389,182609
2053,15396,185602
2054,14968,183036
2055,14968,183892
2056,15395,182609
2057,14968,195865
2058,14968,181326
2059,14540,183036
2060,14968,181753
2061,14968,182609
2062,14968,182181
2063,14968,185602
2064,15396,171917
2065,14968,171490
2066,15823,178332
2067,14968,193300
2068,15395,185603
2069,15823,182609
2070,15396,178760
2071,15396,183036
2072,15823,176194
2073,15823,187740
2074,15396,194155
2075,15823,183036
2076,15395,191590
2077,14968,195866
2078,15396,189023
2079,15823,184319
2080,15395,177904
2081,17107,182608
2082,15823,182181
2083,15823,180898
2084,15395,197577
2085,15823,180898
2086,15395,189879
2087,15396,194582
2088,15395,190306
2089,15823,187313
2090,15396,179187
2091,15824,202708
2092,15823,198004
2093,15396,190306
2094,15395,177049
2095,15823,182608
2096,15396,194155
2097,15396,189879
2098,15823,640199
2099,16251,787740
2100,15823,519172
2101,15395,252744
2102,14968,190734
2103,15396,193728
2104,14968,184319
2105,14968,186029
2106,15395,187313
2107,15396,191589
2108,15395,269423
2109,15824,205702
2110,15396,181325
2111,15396,189879
2112,14968,193728
2113,14968,183464
2114,15395,181326
2115,15396,190306
2116,15395,177905
2117,15395,193728
2118,15396,181326
2119,15396,185602
2120,17534,193300
2121,14968,192017
2122,15396,180470
2123,15396,192445
2124,15823,181325
2125,15824,198004
2126,16251,181753
2127,15824,178760
2128,15824,176621
2129,15823,189451
2130,15823,188596
2131,15823,176194
2132,15395,185175
2133,15823,178760
2134,15824,186029
2135,16251,194583
2136,15823,197577
2137,15823,178332
2138,16251,189023
2139,16679,572202
2140,16251,178332
2141,16251,179614
2142,15396,198859
2143,16250,177476
2144,15824,182608
2145,15823,180471
2146,14968,180898
2147,15823,173628
2148,15823,174484
2149,15823,261725
2150,15396,165930
2151,15823,216821
2152,15824,226657
2153,15823,177476
2154,15823,182181
2155,65004,219815
2156,17962,183464
2157,16251,178760
2158,16251,223236
2159,16251,197149
2160,15823,315609
2161,15823,178760
2162,60727,182608
2163,15824,179187
2164,14967,180471
2165,15823,591019
2166,15823,188595
2167,16251,184319
2168,16679,186885
2169,15823,200998
2170,16251,188596
2171,16251,235210
2172,16251,186885
2173,16251,189879
2174,16251,176621
2175,16679,189451
2176,16250,254882
2177,16251,198432
2178,16251,197576
2179,16678,200998
2180,15823,182609
2181,16250,190734
2182,16251,189451
2183,16678,194156
2184,16678,186885
2185,16250,191162
2186,16251,203563
2187,16250,204419
2188,16251,199287
2189,16678,189024
2190,16251,189451
2191,18817,190734
2192,16251,189451
2193,16250,219387
2194,16251,204847
2195,16250,183464
2196,17961,192017
2197,16678,203992
2198,16250,201425
2199,16679,189879
2200,16251,189878
2201,16251,195866
2202,16251,183464
2203,16251,183036
2204,18817,182181
2205,16251,182609
2206,16251,184747
2207,16251,183891
2208,15395,217249
2209,16251,185602
2210,16678,188596
2211,16678,200997
2212,16678,188168
2213,16679,185602
2214,16678,183037
2215,16678,184319
2216,16678,186885
2217,16679,186030
2218,15823,183892
2219,16251,183892
2220,16679,184319
2221,16679,186029
2222,16678,184319
2223,16679,183463
2224,16678,188596
2225,17106,186885
2226,16678,189023
2227,16679,184747
2228,16678,202281
2229,16678,185602
2230,16251,173200
2231,33785,222808
2232,15823,168924
2233,15824,325017
2234,65431,1616962
2235,16679,203563
2236,16679,195438
2237,16678,200142
2238,16678,197577
2239,16679,190734
2240,16678,187313
2241,16679,193300
2242,17106,191590
2243,16678,199287
2244,16679,195866
2245,16679,215966
2246,17106,185602
2247,16679,196721
2248,16679,196293
2249,16679,195010
2250,17107,196293
2251,17106,195438
2252,16251,201426
2253,17106,186885
2254,16678,193728
2255,17106,193300
2256,16679,182181
2257,15823,189879
2258,16678,199287
2259,16251,196721
2260,26199400,217677
2261,16679,206129
2262,16678,222808
2263,17106,186029
2264,17106,192872
2265,17106,189878
2266,19245,219387
2267,17107,191161
2268,17106,198432
2269,16678,214683
2270,16679,198431
2271,17106,197577
2272,16679,200997
2273,19245,209123
2274,17106,190306
2275,17106,203136
2276,16679,263007
2277,16679,196293
2278,17106,201853
2279,16251,218531
2280,17106,195866
2281,16679,198432
2282,17106,216393
2283,17106,193728
2284,17534,189451
2285,17107,189023
2286,17106,194583
2287,17107,236493
2288,16251,212544
2289,16679,194582
2290,16678,195866
2291,17106,196294
2292,16678,204419
2293,16679,198004
2294,19672,202708
2295,16679,200570
2296,16679,219387
2297,17106,202280
2298,16679,251461
2299,16679,197576
2300,17106,200570
2301,16679,207412
2302,16678,202281
2303,16679,198859
2304,17107,203563
2305,16679,209551
2306,16679,207412
2307,16678,195438
2308,16679,204419
2309,17106,208696
2310,17107,203563
2311,16251,200143
2312,17106,200997
2313,19244,217249
2314,16679,202708
2315,16679,209123
2316,17106,199715
2317,16678,201426
2318,17106,196722
2319,19672,200142
2320,17107,191161
2321,17534,196293
2322,17106,194583
2323,17534,192017
2324,17106,196293
2325,17106,192445
2326,17534,200998
2327,16679,192872
2328,17106,192017
2329,17106,193299
2330,17534,216393
2331,17106,192872
2332,17534,193299
2333,17106,195439
2334,17106,196293
2335,17106,192445
2336,17106,197577
2337,17534,193728
2338,17106,198432
2339,17106,193300
2340,17106,194155
2341,17106,197149
2342,17533,192872
2343,17534,197576
2344,17106,194155
2345,17107,193299
2346,17107,192872
2347,17534,213400
2348,17106,195010
2349,17106,200570
2350,17534,194582
2351,17534,195010
2352,17106,193728
2353,17534,198004
2354,17534,194155
2355,16679,194583
2356,17106,369066
2357,17534,220242
2358,17534,268140
2359,17533,237349
2360,17107,218959
2361,17533,266429
2362,17534,202708
2363,22238,204847
2364,17107,239487
2365,17534,218959
2366,16679,266001
2367,17534,209978
2368,17962,205702
2369,17106,2262720
2370,17962,206985
2371,17106,229650
2372,17106,228796
2373,17962,211261
2374,17961,219814
2375,17106,225374
2376,17533,207413
2377,17107,209550
2378,17106,206558
2379,17106,208695
2380,17106,209551
2381,17107,228367
2382,17533,227940
2383,17107,206129
2384,17534,209123
2385,17106,207840
2386,17106,207840
2387,17534,211261
2388,17534,208268
2389,17534,209123
2390,17534,206129
2391,17534,203992
2392,17961,245046
2393,17107,186885
2394,17534,181754
2395,17534,198004
2396,17962,200570
2397,17534,198431
2398,17962,219815
2399,17962,198859
2400,17534,199287
2401,17534,198004
2402,17962,198004
2403,18389,198005
2404,17534,200997
2405,17534,198860
2406,17534,199287
2407,17533,212117
2408,17962,218104
2409,17534,207840
2410,17962,203563
2411,17534,209123
2412,17106,205274
2413,17534,200142
2414,17961,202708
2415,17534,230934
2416,17533,211261
2417,17534,204419
2418,17534,212544
2419,17534,204846
2420,17962,210834
2421,17534,205274
2422,17534,215966
2423,18390,199715
2424,17533,200143
2425,17962,199714
2426,19672,205701
2427,17961,200997
2428,17962,200142
2429,17961,203563
2430,17961,201853
2431,17961,205702
2432,17533,219386
2433,17962,202708
2434,17961,201426
2435,17961,201853
2436,17961,201425
2437,17962,203991
2438,17962,201425
2439,18389,203136
2440,17962,201426
2441,17962,203991
2442,17961,202280
2443,18389,201852
2444,18390,224519
2445,18389,203563
2446,17961,202709
2447,18389,207840
2448,17106,206130
2449,17962,231789
2450,18389,203563
2451,18389,206557
2452,18389,202709
2453,18389,202280
2454,18389,204419
2455,17962,206130
2456,17962,202708
2457,18389,207412
2458,18389,203991
2459,18390,205702
2460,17961,203992
2461,18389,204419
2462,18389,204419
2463,17106,203564
2464,18389,207840
2465,18389,204846
2466,18390,207412
2467,17962,218532
2468,17962,204419
2469,18389,204846
2470,17961,207413
2471,17962,205702
2472,18389,205274
2473,18390,204846
2474,18389,205274
2475,18389,205274
2476,18390,205702
2477,17106,206557
2478,18389,205702
2479,18389,205702
2480,18389,206129
2481,18390,215965
2482,18389,220242
2483,18389,230506
2484,18389,254455
2485,18389,228795
2486,18389,233927
2487,17961,221098
2488,18389,215538
2489,18390,256166
2490,18389,205702
2491,18816,214255
2492,19672,208268
2493,18817,208268
2494,18390,211689
2495,18389,206557
2496,18389,206985
2497,18389,207840
2498,18390,207412
2499,18389,206557
2500,18817,207412
2501,18389,233072
2502,18389,207412
2503,17534,209978
2504,18389,207840
2505,18390,233928
2506,18389,234355
2507,18390,224091
2508,18817,209978
2509,21811,219387
2510,18389,231789
2511,18389,233499
2512,18389,232644
2513,18390,232644
2514,18389,231361
2515,18389,262580
2516,18389,257448
2517,18817,208268
2518,18390,255310
2519,18389,209123
2520,17534,264718
2521,18389,238204
2522,18389,209123
2523,18389,258731
2524,18389,214682
2525,18389,208695
2526,18389,213827
2527,18816,210406
2528,18389,234355
2529,18389,209978
2530,18817,256165
2531,18389,213400
2532,18389,209979
2533,18817,261724
2534,18389,209551
2535,18817,225374
2536,18817,209551
2537,18817,210406
2538,18817,266856
2539,18389,210406
2540,18390,257448
2541,18389,236493
2542,18816,210406
2543,18817,606414
2544,19244,212972
2545,19245,227940
2546,18816,218531
2547,19244,226230
2548,19673,231361
2549,18389,239059
2550,18817,261725
2551,18817,236065
2552,18817,251033
2553,18389,238204
2554,18817,239486
2555,18817,236065
2556,18817,217676
2557,19244,227085
2558,19244,232644
2559,18389,238203
2560,19245,216393
2561,19244,226229
2562,19245,242052
2563,18389,238204
2564,18817,238631
2565,18389,238203
2566,20527,215966
2567,19244,225802
2568,18817,239486
2569,18817,258303
2570,18817,237776
2571,18816,237776
2572,18817,221952
2573,19244,227512
2574,19245,239486
2575,19245,221097
2576,18817,213399
2577,18389,511902
2578,17962,221952
2579,18389,270706
2580,18389,225801
2581,18817,222808
2582,18389,273271
2583,18389,227940
2584,71846,227085
2585,18817,277548
2586,18389,248040
2587,18816,233072
2588,18817,277976
2589,18389,213400
2590,25659,210406
2591,18389,213828
2592,18389,271561
2593,18389,223664
2594,18389,231361
2595,18389,267712
2596,18389,4046467
2597,37633,210834
2598,18389,209551
2599,18390,236066
2600,18389,304490
2601,23093,449037
2602,19244,219387
2603,19244,239914
2604,17962,211689
2605,19244,215965
2606,19244,216821
2607,19672,219814
2608,18389,215966
2609,19244,244618
2610,19245,243335
2611,18816,240770
2612,19245,244618
2613,19245,252316
2614,18816,242481
2615,18817,248040
2616,19244,228795
2617,19245,230078
2618,19244,248040
2619,19244,243763
2620,19244,266001
2621,18817,247612
2622,19244,243335
2623,19244,245046
2624,19245,212972
2625,21810,216393
2626,18817,219815
2627,18816,216393
2628,19244,216393
2629,18817,215538
2630,18817,214682
2631,18817,217248
2632,20955,214682
2633,18817,219814
2634,18817,220242
2635,18817,227513
2636,19672,219387
2637,19672,242053
2638,19672,221525
2639,19672,224091
2640,19244,219387
2641,19672,220242
2642,19245,223235
2643,19673,220242
2644,19245,219387
2645,19244,219387
2646,19672,221097
2647,19673,220670
2648,20100,224091
2649,19673,222808
2650,18816,219815
2651,20100,219387
2652,20100,220242
2653,19672,220242
2654,19672,235210
2655,19672,221097
2656,20100,224091
2657,18389,220670
2658,20100,219814
2659,20100,227940
2660,19244,230934
2661,19672,233927
2662,19672,250178
2663,19245,246757
2664,19673,247184
2665,19244,247185
2666,21383,246329
2667,19673,250177
2668,19245,245046
2669,19672,224518
2670,20100,235638
2671,19673,267284
2672,19673,251034
2673,19244,248040
2674,19672,249751
2675,19672,248895
2676,19672,249323
2677,19673,249750
2678,19672,252317
2679,19244,248468
2680,19672,237348
2681,19672,230506
2682,19672,232217
2683,19672,248468
2684,19244,252744
2685,19672,226657
2686,19672,239914
2687,19672,254027
2688,19672,269422
2689,19673,248467
2690,19672,233500
2691,19672,224946
2692,18817,229223
2693,18816,226657
2694,19244,229650
2695,19244,227085
2696,19245,225374
2697,19244,233927
2698,19244,224519
2699,19245,228367
2700,19244,233072
2701,20528,289523
2702,19672,224946
2703,20100,292088
2704,24376,249750
2705,19672,251461
2706,20100,288239
2707,20528,411403
2708,20527,670135
2709,20099,251461
2710,19673,252743
2711,19672,272416
2712,19673,242481
2713,19245,223663
2714,20100,242907
2715,19672,247612
2716,19672,245902
2717,20100,253599
2718,20099,235638
2719,19672,245474
2720,20099,236493
2721,20099,237776
2722,20100,236493
2723,19672,333998
2724,19672,222380
2725,19245,222808
2726,19672,230506
2727,19672,222380
2728,20100,225801
2729,19672,228367
2730,20528,230933
2731,20100,221952
2732,20100,238203
2733,20100,233927
2734,20100,226229
2735,20100,236065
2736,20527,233499
2737,20527,229651
2738,20099,213828
2739,19245,193300
2740,19245,418246
2741,20100,250606
2742,20100,226657
2743,20528,277120
2744,20100,234783
2745,20100,227513
2746,20527,274126
2747,20528,226657
2748,20528,229651
2749,20527,230506
2750,20527,235210
2751,26514,229650
2752,20099,228795
2753,20100,273699
2754,20100,310478
2755,19672,229223
2756,20527,230506
2757,20100,301924
2758,20527,228795
2759,70563,229650
2760,20100,234782
2761,20100,229650
2762,20528,276692
2763,20527,235637
2764,20527,236065
2765,20527,276692
2766,20100,249323
2767,20100,228795
2768,20528,366928
2769,20100,235638
2770,19672,236921
2771,19672,235210
2772,20100,239487
2773,19672,236066
2774,19672,254454
2775,19672,238204
2776,19672,239486
2777,19672,237348
2778,19672,236921
2779,19672,238631
2780,19672,239059
2781,19672,235210
2782,19672,240342
2783,19672,237776
2784,20100,238203
2785,19672,229223
2786,19672,230933
2787,20100,242480
2788,19672,228795
2789,20100,243763
2790,19672,239058
2791,19672,254027
2792,19672,241625
2793,19672,238204
2794,20100,237776
2795,20100,259586
2796,20099,260442
2797,20527,259159
2798,19673,247184
2799,20527,233072
2800,20955,233499
2801,20528,227084
2802,19244,1122593
2803,20527,247612
2804,20527,259159
2805,20528,261296
2806,20527,256165
2807,20527,263435
2808,20099,291661
2809,20527,259159
2810,20528,259158
2811,20528,261297
2812,20527,259586
2813,20528,257448
2814,20527,260869
2815,20527,260869
2816,20100,259159
2817,20955,231361
2818,20100,230079
2819,23093,246757
2820,20955,256165
2821,20528,258731
2822,20527,259159
2823,20527,274554
2824,44476,286529
2825,21383,255310
2826,20955,264290
2827,20528,312615
2828,20527,300641
2829,20527,262580
2830,20955,299785
2831,20527,340413
2832,20955,247612
2833,20527,288667
2834,20955,235210
2835,20955,246757
2836,20955,316036
2837,20955,242480
2838,20527,286956
2839,20955,295510
2840,20955,242908
2841,20527,295509
2842,20100,277120
2843,20527,245901
2844,20955,248467
2845,21383,252316
2846,20100,316892
2847,21383,317747
2848,20528,247612
2849,21383,292088
2850,20955,285246
2851,20955,250606
2852,20527,253599
2853,20100,248040
2854,20100,254027
2855,20955,241197
2856,21382,243763
2857,20956,237776
2858,21383,237349
2859,21383,256593
2860,20955,237776
2861,21383,242907
2862,21383,238204
2863,19672,242480
2864,21382,241198
2865,21383,237776
2866,21382,238203
2867,24804,240342
2868,21383,237776
2869,21383,238631
2870,20955,239059
2871,19672,239914
2872,21382,238632
2873,21383,239486
2874,21383,241197
2875,21810,237775
2876,21383,253172
2877,20955,241625
2878,20100,238204
2879,20955,243335
2880,21383,242052
2881,20955,240342
2882,21382,242480
2883,21810,243763
2884,20955,245902
2885,21383,247612
2886,21382,254027
2887,21382,254882
2888,20527,245474
2889,20955,256593
2890,20955,264290
2891,20527,215966
2892,21810,252744
2893,20955,257448
2894,20955,249750
2895,21810,253171
2896,21811,254026
2897,22238,253599
2898,21810,254882
2899,21383,265574
2900,20956,256165
2901,21810,257020
2902,20527,242908
2903,20955,248468
2904,21382,254882
2905,21383,257448
2906,20955,245046
2907,21383,254454
2908,21810,259159
2909,21810,247612
2910,21383,281824
2911,21383,249323
2912,21383,258731
2913,21383,255737
2914,21383,257876
2915,21811,252316
2916,21382,257021
2917,21810,258731
2918,21383,258731
2919,21383,262152
2920,21383,266001
2921,21383,252316
2922,21383,254454
2923,21810,256165
2924,21810,255738
2925,23521,260441
2926,21810,254454
2927,21383,283963
2928,21382,254882
2929,21383,254882
2930,21383,246329
2931,21810,245046
2932,21383,244619
2933,21811,315181
2934,22238,2766925
2935,21811,271133
2936,21811,252316
2937,21810,300214
2938,21810,322452
2939,21811,320741
2940,21810,258731
2941,22238,254882
2942,21810,259159
