n,Iterative,Recursive
2943,21811,259158
2944,21810,340413
2945,44904,472986
2946,21810,313043
2947,21382,292516
2948,24804,261725
2949,20955,383178
2950,21383,246329
2951,21811,298075
2952,21383,296792
2953,21810,245046
2954,21810,299358
2955,21811,365217
2956,21810,289522
2957,21382,513613
2958,22238,255310
2959,21383,254455
2960,21811,245902
2961,21383,269422
2962,21382,253599
2963,21810,247611
2964,21810,247612
2965,21811,291233
2966,21382,248040
2967,21810,248039
2968,22238,468709
2969,21811,1432642
2970,21810,397291
2971,21382,271988
2972,22238,238631
2973,21383,257021
2974,21810,276265
2975,21383,234782
2976,21811,227085
2977,50463,246329
2978,21382,266001
2979,20955,328866
2980,21383,283107
2981,21383,260013
2982,20955,233072
2983,22238,244619
2984,21811,259586
2985,21382,255309
2986,21811,262580
2987,22238,263862
2988,22238,354098
2989,21810,256593
2990,23949,257876
2991,21811,256593
2992,21810,263435
2993,22238,254882
2994,22238,259158
2995,20527,248040
2996,23093,274555
2997,36350,249322
2998,22238,264291
2999,22238,263863
3000,21810,250606
3001,22238,254454
3002,22238,250178
3003,22238,254454
3004,22238,257020
3005,21383,255309
3006,22238,251889
3007,22238,250606
3008,22238,253599
3009,22238,397719
3010,22238,252744
3011,21811,249322
3012,22238,255738
3013,22238,273699
3014,22238,254027
3015,22238,250178
3016,22238,253172
3017,22666,253599
3018,22238,251033
3019,22666,246329
3020,23949,235638
3021,22666,254882
3022,22238,249322
3023,22665,260870
3024,21810,244619
3025,22238,245046
3026,22238,253171
3027,22238,254454
3028,22238,277548
3029,22666,251888
3030,22666,273698
3031,24804,289522
3032,22238,280969
3033,21383,268140
3034,22665,253171
3035,22666,252316
3036,22666,248895
3037,24377,256165
3038,22238,255738
3039,22666,249323
3040,24376,255310
3041,22238,305345
3042,22238,307911
3043,22238,257448
3044,22238,308339
3045,25659,255738
3046,22666,256593
3047,22238,316892
3048,71846,266856
3049,23521,254882
3050,22238,270705
3051,22238,254027
3052,22238,257448
3053,23093,271133
3054,21382,214682
3055,21383,424660
3056,22666,300642
3057,22238,254882
3058,22238,251889
3059,22666,245901
3060,22665,250178
3061,22666,240341
3062,22666,404561
3063,22666,251888
3064,25659,286529
3065,23521,279259
3066,22666,263435
3067,22666,277975
3068,22665,268140
3069,22666,263863
3070,22238,275838
3071,22238,277120
3072,21810,286956
3073,22238,285673
3074,21811,287383
3075,21811,288666
3076,22238,285673
3077,21810,272416
3078,21810,305773
3079,24377,384890
3080,21811,4948818
3081,22666,525160
3082,26087,343407
3083,22666,268567
3084,22666,282680
3085,22238,283535
3086,22666,287384
3087,22238,416536
3088,22666,290378
3089,22666,288239
3090,22666,289522
3091,22238,290377
3092,22666,277975
3093,22666,255310
3094,24376,284390
3095,23094,308339
3096,22665,295509
3097,22666,268140
3098,23094,282252
3099,22665,268995
3100,22666,309194
3101,21810,272844
3102,22665,360085
3103,22238,275837
3104,21810,286101
3105,112474,283535
3106,21810,262153
3107,22666,271560
3108,22238,314326
3109,21810,290377
3110,21811,254454
3111,23093,253172
3112,22666,293799
3113,22238,241625
3114,22238,249323
3115,22665,308767
3116,22665,346400
3117,22666,305345
3118,22666,282679
3119,22238,251461
3120,23093,283535
3121,23093,274127
3122,22665,292944
3123,22666,292088
3124,22666,287811
3125,23093,292516
3126,23094,293371
3127,22666,292088
3128,22666,293799
3129,22665,292944
3130,23093,293799
3131,23094,297647
3132,23093,320741
3133,23094,275838
3134,23093,266429
3135,23093,265146
3136,26087,267285
3137,21810,266856
3138,23521,268567
3139,23094,294654
3140,23093,269850
3141,23521,266001
3142,23093,265145
3143,21810,261297
3144,22665,261725
3145,23094,264290
3146,23521,263007
3147,23093,262152
3148,23521,265146
3149,23093,284390
3150,23521,260869
3151,23093,263435
3152,23093,262580
3153,23521,261297
3154,23093,265146
3155,23093,264290
3156,23521,258731
3157,22666,296792
3158,22665,294227
3159,22666,278403
3160,23094,251888
3161,23093,282680
3162,23093,263435
3163,23093,260442
3164,23094,254026
3165,22665,273272
3166,23094,292515
3167,22666,286101
3168,22666,959657
3169,23093,329722
3170,23093,293371
3171,23093,300641
3172,23093,292944
3173,23093,345973
3174,23093,372487
3175,63720,496934
3176,39772,279259
3177,23521,271988
3178,23094,305345
3179,23094,271133
3180,23093,286101
3181,23521,280542
3182,23521,277548
3183,23521,552958
3184,49180,694511
3185,23093,373770
3186,23093,313471
3187,23521,277120
3188,23521,283107
3189,23093,409265
3190,23093,376764
3191,23948,292515
3192,23094,478545
3193,23094,287811
3194,23094,346828
3195,23949,480257
3196,23948,283963
3197,23948,302780
3198,30791,289522
3199,23094,517889
3200,23948,298931
3201,32929,349821
3202,23521,939557
3203,23521,375481
3204,23521,623948
3205,23521,294654
3206,23521,299786
3207,23093,280969
3208,23093,257876
3209,23094,302351
3210,23521,291232
3211,23521,301925
3212,23094,296364
3213,23094,298075
3214,23521,301069
3215,23094,299785
3216,23521,297219
3217,23521,325446
3218,23521,296365
3219,23094,303207
3220,23521,298930
3221,23521,299358
3222,23093,301924
3223,23521,301924
3224,23521,298931
3225,25231,293799
3226,23521,299358
3227,23521,302352
3228,23521,300213
3229,23521,301069
3230,23521,305346
3231,23521,301496
3232,23521,269850
3233,23521,272843
3234,26515,270705
3235,23949,291233
3236,23948,269850
3237,23521,269422
3238,23949,273699
3239,23949,281396
3240,23093,370349
3241,32501,276265
3242,26087,429365
3243,23949,320313
3244,23521,269850
3245,23521,272843
3246,23949,271561
3247,23521,268567
3248,23521,269850
3249,23949,298502
3250,23949,325445
3251,23949,304062
3252,20527,315609
3253,20528,248895
3254,17534,207841
3255,17534,215965
3256,17962,203136
3257,15823,200570
3258,15824,197149
3259,15824,200998
3260,15823,200570
3261,15823,192873
3262,15823,224091
3263,15823,175338
3264,15395,165075
3265,15823,171917
3266,15823,171490
3267,14968,423806
3268,15823,215538
3269,16251,189023
3270,15396,176621
3271,46614,238631
3272,15823,188595
3273,15824,168068
3274,16251,321169
3275,15823,173628
3276,15823,180043
3277,15824,172345
3278,16251,193727
3279,16251,191589
3280,16251,195866
3281,16679,196293
3282,16251,195438
3283,16679,196721
3284,16679,193728
3285,16250,195438
3286,16679,216393
3287,16678,195865
3288,16678,192445
3289,16679,194583
3290,16251,195011
3291,16251,193727
3292,16251,195439
3293,16679,194583
3294,16251,197149
3295,16679,193727
3296,16251,194583
3297,15823,191162
3298,16678,196721
3299,16679,191162
3300,16251,191589
3301,16250,197149
3302,16678,197149
3303,16678,209978
3304,16679,195011
3305,16679,200570
3306,16250,185602
3307,16678,170207
3308,15396,176194
3309,15824,181326
3310,15824,181753
3311,16251,179615
3312,16251,184746
3313,15823,171917
3314,16251,186885
3315,15823,180470
3316,16251,177476
3317,16678,185602
3318,16251,192444
3319,15823,195866
3320,15824,216393
3321,15823,196294
3322,16251,177049
3323,16251,168924
3324,16251,179187
3325,16678,179614
3326,15824,173628
3327,15395,176621
3328,17534,177904
3329,16251,182181
3330,16251,186885
3331,16251,185175
3332,16251,189023
3333,16251,252743
3334,16251,186885
3335,15824,234355
3336,16251,264718
3337,15395,197576
3338,16251,193300
3339,16251,199287
3340,16251,193300
3341,15823,205274
3342,15824,205702
3343,16251,196721
3344,16679,195866
3345,16251,178332
3346,15823,175766
3347,15823,306629
3348,15823,181326
3349,15823,177476
3350,16251,183464
3351,16251,182181
3352,15823,174910
3353,15823,178332
3354,15823,196721
3355,16251,176194
3356,16251,178760
3357,15824,189879
3358,16251,177476
3359,16251,199715
3360,16251,224519
3361,16679,200570
3362,16678,191161
3363,16679,186030
3364,16678,186886
3365,16679,189451
3366,16678,187313
3367,16678,189451
3368,16679,186885
3369,16251,188596
3370,18817,186457
3371,16678,202708
3372,16251,186885
3373,15823,189451
3374,16679,188168
3375,16251,187740
3376,16678,187312
3377,16678,186886
3378,16678,197576
3379,17534,194155
3380,16679,231361
3381,15824,294654
3382,19672,184747
3383,16679,191162
3384,16251,438774
3385,16251,202281
3386,16251,210406
3387,16251,214682
3388,16251,225374
3389,16251,209979
3390,16678,210406
3391,16678,212545
3392,16679,200998
3393,16251,209123
3394,16250,212116
3395,16678,208695
3396,16679,210834
3397,16679,242480
3398,16251,180471
3399,16251,177476
3400,16678,188596
3401,16678,192872
3402,16678,192444
3403,16679,193727
3404,16251,197148
3405,17534,210834
3406,16678,196721
3407,17106,195439
3408,16679,198004
3409,17106,205275
3410,16678,197149
3411,16678,195439
3412,17107,198004
3413,17106,195866
3414,16679,206557
3415,16678,198004
3416,16251,196721
3417,16679,194155
3418,16251,195438
3419,16678,177049
3420,16251,180897
3421,16678,179188
3422,16678,215538
3423,15823,181325
3424,16251,181753
3425,16679,186885
3426,16251,271988
3427,16678,204846
3428,16679,203564
3429,16251,209123
3430,16251,206557
3431,16251,207840
3432,16679,249750
3433,16678,245901
3434,16251,205274
3435,16251,206129
3436,16678,260441
3437,16679,201853
3438,16678,426799
3439,17534,226229
3440,16679,197149
3441,16679,190734
3442,16679,194583
3443,16678,193300
3444,17106,194155
3445,16679,191589
3446,16678,192445
3447,15395,192872
3448,16678,190734
3449,16679,191162
3450,16678,191589
3451,16679,194155
3452,17106,191589
3453,15823,191589
3454,16679,191162
3455,16250,192017
3456,16678,251033
3457,16678,192016
3458,16678,192444
3459,16679,209979
3460,16251,183036
3461,16678,188595
3462,16678,234783
3463,16678,738559
3464,69708,200143
3465,17107,195438
3466,17107,195865
3467,16679,244618
3468,17106,214255
3469,16678,205275
3470,16679,198432
3471,17107,204419
3472,19244,214255
3473,17106,229651
3474,16678,215110
3475,16251,194155
3476,16678,203136
3477,16679,212544
3478,17106,215111
3479,17106,201852
3480,16678,203563
3481,16679,202281
3482,17106,211261
3483,16679,291660
3484,17106,193300
3485,17106,194155
3486,17106,193299
3487,18389,192445
3488,16679,195866
3489,16678,192444
3490,16679,193300
3491,17106,211689
3492,17107,193300
3493,16678,192444
3494,16679,199287
3495,150534,309194
3496,16679,183892
3497,17534,181326
3498,18817,184747
3499,17534,186030
3500,17533,186457
3501,17534,186029
3502,17534,306201
3503,17106,189451
3504,17534,224947
3505,17106,195438
3506,17962,218532
3507,20100,209551
3508,17106,298503
3509,19245,198004
3510,17106,184319
3511,17107,336992
3512,17106,221953
3513,17106,218104
3514,16251,193300
3515,24376,215110
3516,17106,217676
3517,17106,192445
3518,50463,210406
3519,18817,268567
3520,17106,280114
3521,17106,415253
3522,16678,185602
3523,16679,187740
3524,16678,195866
3525,16679,214255
3526,16679,252744
3527,17106,200142
3528,17106,675694
3529,17107,204847
3530,16679,235638
3531,17106,212544
3532,17107,285673
3533,17106,219814
3534,17107,223236
3535,18389,212116
3536,16678,209123
3537,122310,201853
3538,17106,195866
3539,17106,441767
3540,17534,183464
3541,23093,196294
3542,17106,257449
3543,17106,211261
3544,17533,196721
3545,16679,194583
3546,17106,255310
3547,17106,187313
3548,17534,190306
3549,17107,195438
3550,17106,253172
3551,17106,192872
3552,17106,192017
3553,17533,253599
3554,17534,310477
3555,17534,200997
3556,17534,200570
3557,17961,206129
3558,17534,201425
3559,17962,210406
3560,17106,529008
3561,17534,191161
3562,17962,185174
3563,17106,254027
3564,17106,191162
3565,17106,194582
3566,17533,190734
3567,17107,253171
3568,16679,9162071
3569,17533,2015536
3570,20528,2465856
3571,20528,4782461
3572,18390,3859154
3573,19245,1126015
3574,17962,1228224
3575,18389,1037918
3576,19244,1021239
3577,17534,582893
3578,1888095,1938985
3579,18389,1038773
3580,16678,795438
3581,42766,901496
3582,17106,363079
3583,17534,228795
3584,17534,242053
3585,17534,260014
3586,17534,230933
3587,18389,225374
3588,17961,4898355
3589,17106,277975
3590,17533,2187453
3591,30791,2683960
3592,17534,389594
3593,18390,583748
3594,17534,236065
3595,17534,587597
3596,140698,203563
3597,17106,197576
3598,17534,299786
3599,17534,197149
3600,16679,194583
3601,17534,289949
3602,17534,246329
3603,17106,209123
3604,19244,268139
3605,17961,249322
3606,27370,310478
3607,17962,245046
3608,17961,189878
3609,17962,220670
3610,17962,290805
3611,17106,239059
3612,17107,206129
3613,17106,206130
3614,17106,215965
3615,17106,213828
3616,16678,218103
3617,17106,215965
3618,16678,219387
3619,17106,218959
3620,17106,218959
3621,17106,221525
3622,17107,220242
3623,16678,222808
3624,17106,218531
3625,17106,219814
3626,17106,209979
3627,17106,226656
3628,17107,218531
3629,17107,217676
3630,18816,222380
3631,17534,219387
3632,17534,222381
3633,17106,221098
3634,17106,224947
3635,17534,223663
3636,17962,221953
3637,17106,209123
3638,17534,211689
3639,17106,198005
3640,17106,260014
3641,17106,564504
3642,17106,330577
3643,17533,206129
3644,17534,212117
3645,17106,368638
3646,17534,227940
3647,17534,225802
3648,17961,242480
3649,17533,229650
3650,17961,227513
3651,17534,227513
3652,26515,378902
3653,17961,203563
3654,17533,204419
3655,17962,204847
3656,17106,206557
3657,17534,202708
3658,17533,204419
3659,17534,205274
3660,17961,202708
3661,17962,215537
3662,17534,208267
3663,17962,203992
3664,17962,202708
3665,17534,203136
3666,17961,204419
3667,17962,203564
3668,17961,203136
3669,17961,203991
3670,17962,205275
3671,17534,203135
3672,17533,203563
3673,17961,203991
3674,17961,204419
3675,17961,204419
3676,17962,214255
3677,17961,199714
3678,134711,1217961
3679,17534,10475826
3680,19672,206130
3681,17962,204847
3682,17961,204419
3683,17962,204419
3684,17961,206129
3685,17962,208268
3686,17961,209123
3687,17961,207840
3688,17961,203136
3689,17961,216393
3690,17961,212972
3691,17962,208696
3692,17961,203564
3693,111191,407555
3694,18817,207412
3695,17962,325873
3696,18389,238203
3697,17962,217676
3698,18389,304063
3699,18389,545687
3700,18389,257448
3701,17534,249323
3702,17962,254882
3703,17533,232217
3704,17962,519600
3705,17962,214255
3706,17962,229650
3707,17534,228795
3708,17962,198859
3709,17962,232217
3710,17534,264291
3711,17962,1023805
3712,18389,988737
3713,18817,839913
3714,18389,378047
3715,19244,997291
3716,17961,670563
3717,17961,738987
3718,18389,217249
3719,17106,324589
3720,17961,209123
3721,39344,401995
3722,17962,231361
3723,17962,361368
3724,17961,222808
3725,17961,448609
3726,20100,464861
3727,20100,635067
3728,17962,240770
3729,17534,252743
3730,17961,234354
3731,17961,958802
3732,17961,261725
3733,17961,278403
3734,1232073,253599
3735,17534,221953
3736,17961,232644
3737,17534,212972
3738,18389,450748
3739,18389,263863
3740,17533,195865
3741,17106,212117
3742,17534,205701
3743,18390,210834
3744,17534,252316
3745,18389,206985
3746,18389,207841
3747,18389,221953
3748,18389,207840
3749,17962,209978
3750,17962,207840
3751,18389,209979
3752,18389,207840
3753,18389,207841
3754,17961,207840
3755,18390,209978
3756,17962,207840
3757,18389,211261
3758,18389,209123
3759,18389,210834
3760,18390,209123
3761,18817,208695
3762,18389,212117
3763,18390,1523306
3764,18389,238204
3765,18817,264291
3766,18817,256593
3767,18817,214255
3768,18817,257876
3769,37633,1504061
3770,18389,221098
3771,18389,374626
3772,18389,209978
3773,18390,209551
3774,18389,213827
3775,18389,247612
3776,18389,209124
3777,18389,12397278
3778,18389,354953
3779,17961,862151
3780,17534,390021
3781,172773,249751
3782,18389,229651
3783,18389,235210
3784,18817,223236
3785,18816,234782
3786,17961,212544
3787,19672,212116
3788,18817,210834
3789,18389,271133
3790,17962,224519
3791,18390,208268
3792,17962,249322
3793,17961,263435
3794,18817,214255
3795,18817,472559
3796,19245,248467
3797,18817,218959
3798,18389,321596
3799,18817,213399
3800,18817,608980
3801,18817,214683
3802,19245,233500
3803,18817,223664
3804,17534,253599
3805,18817,214255
3806,18817,211689
3807,18816,210406
3808,18389,211261
3809,18817,479401
3810,439629,262152
3811,18389,228367
3812,18817,225374
3813,22666,233071
3814,17962,271989
3815,18389,214255
3816,17961,203563
3817,36350,218103
3818,17962,209551
3819,19245,218959
3820,18816,218104
3821,18817,215965
3822,19672,209979
3823,18389,215110
3824,20528,222808
3825,463150,248040
3826,18389,249323
3827,18389,240342
3828,18389,239059
3829,18389,245474
3830,18389,238632
3831,18817,240342
3832,18390,254027
3833,18390,236493
3834,18389,236493
3835,18389,237776
3836,18389,238631
3837,18389,514041
3838,18817,224947
3839,18817,364789
3840,19245,431503
3841,18389,787739
3842,18389,235638
3843,17962,220670
3844,17962,223236
3845,18389,216393
3846,17961,223664
3847,17962,221525
3848,17962,224519
3849,18389,233927
3850,18390,223663
3851,17961,227940
3852,18389,221097
3853,17962,226229
3854,18817,227512
3855,18389,221525
3856,18389,227940
3857,18390,222380
3858,18389,225801
3859,18389,227940
3860,18389,222380
3861,18390,227940
3862,18389,227940
3863,18389,223236
3864,17962,227940
3865,18389,337847
3866,18816,254454
3867,18817,239486
3868,18817,241625
3869,18817,236065
3870,18817,178759
3871,17533,179615
3872,17961,206985
3873,18389,217676
3874,18817,215538
3875,18817,299359
3876,18817,256165
3877,18817,215538
3878,18816,219814
3879,19244,226229
3880,18816,256592
3881,18817,215538
3882,18816,230933
3883,18817,265146
3884,18817,215966
3885,17962,1133285
3886,19244,779187
3887,19245,221953
3888,19245,217248
3889,17961,214255
3890,18817,216394
3891,19245,217676
3892,19245,214683
3893,19245,215966
3894,19245,216393
3895,19245,216394
3896,18817,211262
3897,19245,217248
3898,19245,263863
3899,18816,217676
3900,337419,237348
3901,21383,220670
3902,19672,220242
3903,19245,219814
3904,18817,220670
3905,18817,219386
3906,19672,221525
3907,18817,225802
3908,18817,238204
3909,19245,221097
3910,19245,223663
3911,18817,218959
3912,19244,221097
3913,19672,236065
3914,19245,216393
3915,21383,222808
3916,19244,221098
3917,19244,230933
3918,18816,208268
3919,17962,370349
3920,19244,250606
3921,18817,248895
3922,19245,238204
3923,20100,245474
3924,19245,239487
3925,19245,219814
3926,19245,219387
3927,17962,1137561
3928,19672,230934
3929,19245,240770
3930,19245,375481
3931,18817,215538
3932,18389,792016
3933,19244,410548
3934,18389,233499
3935,19245,287384
3936,19245,1251317
3937,19244,260441
3938,18817,412259
3939,35923,505916
3940,18817,273271
3941,18817,236065
3942,18817,242053
3943,18816,238203
3944,18389,236493
3945,18389,232644
3946,18389,240342
3947,18816,212972
3948,18817,240342
3949,18817,238203
3950,18817,237776
3951,19672,257876
3952,18390,239486
3953,18389,239914
3954,19244,227940
3955,18817,233072
3956,18817,213827
3957,18817,226229
3958,17962,219814
3959,19244,231789
3960,19245,246757
3961,19245,345545
3962,62010,222808
3963,19245,246329
3964,19245,245901
3965,19244,258303
3966,19245,249323
3967,19245,264718
3968,19244,267284
3969,19244,245474
3970,19244,248895
3971,18817,209978
3972,18817,802707
3973,18817,204846
3974,18817,234355
3975,29508,237776
3976,19245,1453598
3977,23949,287384
3978,18817,1034069
3979,19672,294654
3980,19244,267711
3981,19244,256593
3982,18816,252316
3983,18817,283535
3984,18817,245902
3985,18817,247184
3986,18816,217248
3987,18817,218531
3988,19244,215537
3989,19245,215538
3990,19244,6293364
3991,19672,264291
3992,18390,239486
3993,19245,235638
3994,19672,229223
3995,19672,226229
3996,20100,239487
3997,19672,225802
3998,19672,226229
3999,19672,228367
4000,19245,225373
4001,19672,222808
4002,19672,221952
4003,19673,238631
4004,19244,264290
4005,67142,263007
4006,18817,455880
4007,19672,307484
4008,18817,1736705
4009,19244,345544
4010,19245,1458730
4011,19672,238203
4012,19244,236065
4013,19672,225802
4014,19672,215538
4015,19672,224519
4016,19244,226229
4017,19672,223663
4018,19244,224091
4019,19672,237349
4020,19672,238631
4021,18389,223664
4022,20100,223236
4023,91518,226230
4024,19672,224091
4025,19672,223664
4026,19672,225802
4027,19672,224518
4028,20100,224518
4029,19672,223663
4030,19672,224091
4031,19672,224519
4032,19672,224519
4033,19672,225802
4034,20100,224519
4035,20100,224519
4036,19672,224946
4037,19245,272416
4038,19672,274554
4039,19672,225374
4040,19244,238632
4041,19672,548254
4042,19245,219387
4043,19244,273271
4044,19244,248039
4045,19244,308339
4046,19245,270705
4047,41054,235637
4048,19244,295081
4049,19245,318175
4050,23948,220669
4051,18817,226657
4052,19245,2997003
4053,19672,484105
4054,19672,305346
4055,20100,228368
4056,19672,225801
4057,20099,227512
4058,19672,225802
4059,19672,225374
4060,19244,224947
4061,19672,226657
4062,19672,224947
4063,19672,251888
4064,19244,256165
4065,19672,250605
4066,19672,254027
4067,20100,255738
4068,19673,253599
4069,19672,252317
4070,21382,254882
4071,19672,265573
4072,19672,269850
4073,19672,238203
4074,19672,282252
4075,19672,285673
4076,19244,246329
4077,19672,254027
4078,20100,216821
4079,19244,230933
4080,19672,227939
4081,19245,248040
4082,19244,266857
4083,20100,238204
4084,20100,227512
4085,20527,216821
4086,19245,227512
4087,19673,237348
4088,18817,240342
4089,19672,226229
4090,19672,231361
4091,19672,235210
4092,19244,633784
4093,19672,228368
4094,19244,254454
4095,19672,233072
4096,20100,224091
4097,20099,227940
4098,20527,305346
4099,20100,263435
4100,19672,244190
4101,20100,235637
4102,20527,236065
4103,20099,230078
4104,20528,238632
4105,19673,270278
4106,20100,254455
4107,19672,251889
4108,19672,249322
4109,19244,211262
4110,19672,232644
4111,19672,216821
4112,19244,214683
4113,19672,230505
4114,19672,229223
4115,22666,229651
4116,21382,242480
4117,22238,237776
4118,20100,257876
4119,19672,392586
4120,20100,260870
4121,20100,253599
4122,19672,266002
4123,19672,251888
4124,19673,253599
4125,20100,254027
4126,20100,254455
4127,20100,258303
4128,20100,263863
4129,19672,480684
4130,19672,222381
4131,20100,252316
4132,20100,232217
4133,19672,243763
4134,20100,237348
4135,20100,248895
4136,20100,229651
4137,20099,371631
4138,20527,242908
4139,20528,265573
4140,20099,239914
4141,19245,251889
4142,20099,260014
4143,20100,260442
4144,19672,257020
4145,20099,258303
4146,42766,300641
4147,19245,225801
4148,20528,230078
4149,21811,230506
4150,20528,227084
4151,20528,230934
4152,20099,232644
4153,20527,231361
4154,20527,222808
4155,20527,230933
4156,20527,244619
4157,20528,227085
4158,20528,231361
4159,20100,233499
4160,20100,235210
4161,20099,224946
4162,20527,236065
4163,20100,234355
4164,20100,230934
4165,20528,233499
4166,20528,246329
4167,19672,251034
4168,20100,343407
4169,36350,233927
4170,19672,227513
4171,20528,242480
4172,20528,246329
4173,21383,253599
4174,19673,231361
4175,19672,222381
4176,37634,226229
4177,20099,240342
4178,20099,233927
4179,20099,244190
4180,20099,236920
4181,20099,234354
4182,20100,245046
4183,20528,245046
4184,20100,233499
4185,20528,238204
4186,20528,236921
4187,19245,233927
4188,20527,232217
4189,20100,238631
4190,20527,247185
4191,22238,240342
4192,20527,232216
4193,20527,219814
4194,21810,287811
4195,20100,261725
4196,20527,263863
4197,20955,302779
4198,19672,212544
4199,19672,221097
4200,20100,1352671
4201,20100,243763
4202,20527,239915
4203,20527,747540
4204,20955,243763
4205,20956,233072
4206,20099,224518
4207,20100,238632
4208,59444,236065
4209,20527,239059
4210,20955,224946
4211,20100,244618
4212,20099,224518
4213,20100,239487
4214,20527,260014
4215,20099,239486
4216,20100,225374
4217,20527,235637
4218,20100,240342
4219,20528,225802
4220,20099,233499
4221,19672,261296
4222,20099,229650
4223,20528,238204
4224,21811,243763
4225,20527,236493
4226,20099,224091
4227,20100,232645
4228,20528,270706
4229,20528,263435
4230,20527,256593
4231,20528,227085
4232,20100,246329
4233,20100,261724
4234,20528,244619
4235,20528,236921
4236,20955,241197
4237,20528,235210
4238,20528,235210
4239,20527,234783
4240,33357,237348
4241,20527,251461
4242,20528,238204
4243,20528,238204
4244,20955,238204
4245,19245,235638
4246,20955,240342
4247,19245,236066
4248,20527,234783
4249,20955,235210
4250,20528,236065
4251,20100,235210
4252,20527,238204
4253,20527,238203
4254,20100,234355
4255,20527,236065
4256,19244,235210
4257,20955,238631
4258,20955,235210
4259,20527,248468
4260,19672,238631
4261,20527,253599
4262,20100,253172
4263,20100,252744
4264,20100,244191
4265,20955,246756
4266,20100,245901
4267,32929,240342
4268,20527,246757
4269,20955,248895
4270,20100,242053
4271,20527,248467
4272,20528,246329
4273,20527,248895
4274,20099,231789
4275,20527,244191
4276,20527,261296
4277,20528,262580
4278,20527,244191
4279,20955,237348
4280,20955,249323
4281,20527,242908
4282,20528,242908
4283,20955,238632
4284,20955,237348
4285,20955,244191
4286,20099,309622
4287,20527,238631
4288,20955,239487
4289,20955,233072
4290,21383,239914
4291,20955,239487
4292,21383,232217
4293,20100,404989
4294,20955,1042194
4295,20955,248040
4296,20955,2943974
4297,21383,273271
4298,20955,252743
4299,20955,254454
4300,20955,244619
4301,20955,243336
4302,21383,243763
4303,20955,246329
4304,20955,247184
4305,21383,244191
4306,20955,248468
4307,21383,241625
4308,21383,238204
4309,20955,4597286
